,ExpressId,GlobalId,Class,PredefinedType,Name,Level,Type,Pset_ReinforcementBarPitchOfWall.Reference,Pset_StairFlightCommon.NumberOfTreads,Pset_StairCommon.Reference,Pset_StairCommon.NumberOfRiser,Pset_ColumnCommon.LoadBearing,Pset_ReinforcementBarCountOfIndependentFooting.Reference,Pset_BeamCommon.Reference,Pset_RoofCommon.IsExternal,Pset_WallCommon.Reference,Pset_ReinforcementBarPitchOfContinuousFooting.Reference,Pset_StairCommon.NumberOfTreads,Pset_RoofCommon.Reference,BaseQuantities.GrossFootprintArea,Pset_StairFlightCommon.TreadLengthAtOffset,BaseQuantities.CrossSectionArea,Pset_SlabCommon.IsExternal,Pset_StairFlightCommon.TreadLength,Pset_StairCommon.RiserHeight,Pset_RoofCommon.TotalArea,Pset_WallCommon.LoadBearing,BaseQuantities.NetSurfaceArea,BaseQuantities.GrossArea,BaseQuantities.Width,Pset_SlabCommon.ThermalTransmittance,Pset_StairFlightCommon.WalkingLineOffset,Pset_StairFlightCommon.NumberOfRiser,Pset_BeamCommon.Span,Pset_RoofCommon.ProjectedArea,Pset_SlabCommon.Reference,Pset_BeamCommon.LoadBearing,Pset_BeamCommon.Slope,Pset_StairFlightCommon.RiserHeight,BaseQuantities.Length,Pset_ColumnCommon.Slope,BaseQuantities.Perimeter,Pset_StairFlightCommon.Reference,Pset_StairFlightCommon.NosingLength,Pset_WallCommon.IsExternal,Pset_ColumnCommon.Reference,BaseQuantities.NetSideArea,Pset_WallCommon.ExtendToStructure,Pset_BeamCommon.IsExternal,Pset_StairFlightCommon.TreadLengthAtInnerSide,Pset_StairCommon.TreadLength,BaseQuantities.Height,Pset_ReinforcementBarPitchOfColumn.Reference,BaseQuantities.GrossSurfaceArea,BaseQuantities.GrossSideArea,Pset_ReinforcementBarPitchOfBeam.Reference,Pset_StairCommon.IsExternal,Pset_QuantityTakeOff.Reference,BaseQuantities.NetArea,Pset_SlabCommon.PitchAngle,BaseQuantities.NetVolume,Pset_ReinforcementBarPitchOfSlab.Reference,Pset_WallCommon.ThermalTransmittance,BaseQuantities.OuterSurfaceArea,Pset_SlabCommon.LoadBearing,BaseQuantities.GrossVolume,Pset_ColumnCommon.IsExternal
3682,334005,1GO0ULaGv7lvx7UGEZneTM,IfcSlab,FLOOR,Suelo:Losa 150mm:2035523,Nivel 8,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,57.1902741823394,0.150000000000001,,,,,,Losa 150mm,,,,,,38.3791606078269,,,,,,,,,,,,,,,,Losa 150mm,57.1902741823393,0.0,8.57854112735093,Losa 150mm,,,True,8.57854112735093,
3683,334087,1GO0ULaGv7lvx7UGEZneT8,IfcSlab,FLOOR,Suelo:Losa 150mm:2035549,Nivel 8,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,34.0447610484251,0.150000000000001,,,,,,Losa 150mm,,,,,,25.4400000000001,,,,,,,,,,,,,,,,Losa 150mm,34.0447610484251,0.0,5.10671415726378,Losa 150mm,,,True,5.10671415726378,
3684,334296,1GO0ULaGv7lvx7UGEZneTu,IfcSlab,FLOOR,Suelo:Losa 150mm:2035565,Nivel 8,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,78.1235369595364,,,,,,,Losa 150mm,,,,,,55.2289966343573,,,,,,,,,,,,,,,,Losa 150mm,77.8335369595364,0.0,11.6750305439305,Losa 150mm,,,True,,
3685,334459,1GO0ULaGv7lvx7UGEZneUU,IfcSlab,FLOOR,Suelo:Losa 150mm:2035595,Nivel 8,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,34.0464185957575,,,,,,,Losa 150mm,,,,,,25.4394442624206,,,,,,,,,,,,,,,,Losa 150mm,33.9689185957575,0.0,5.09533778936365,Losa 150mm,,,True,,
3686,334692,1GO0ULaGv7lvx7UGEZneU2,IfcSlab,FLOOR,Suelo:Losa 150mm:2035607,Nivel 8,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,78.3079774335132,,,,,,,Losa 150mm,,,,,,53.5104261825637,,,,,,,,,,,,,,,,Losa 150mm,78.0181203740287,0.0,11.7027180561043,Losa 150mm,,,True,,
3687,334812,1GO0ULaGv7lvx7UGEZneUk,IfcSlab,FLOOR,Suelo:Losa 150mm:2035643,Nivel 8,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,33.6995575818286,0.150000000000001,,,,,,Losa 150mm,,,,,,24.2013852842288,,,,,,,,,,,,,,,,Losa 150mm,33.6995575818286,0.0,5.0549336372743,Losa 150mm,,,True,5.0549336372743,
3688,334989,1GO0ULaGv7lvx7UGEZneVI,IfcSlab,FLOOR,Suelo:Losa 150mm:2035655,Nivel 8,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,46.6348525745088,,,,,,,Losa 150mm,,,,,,52.4386147157712,,,,,,,,,,,,,,,,Losa 150mm,46.0348525745088,0.0,6.90522788617635,Losa 150mm,,,True,,
3689,335141,1GO0ULaGv7lvx7UGEZnfjt,IfcSlab,FLOOR,Suelo:Losa 150mm:2036578,Nivel 9,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,56.3221245373918,0.150000000000001,,,,,,Losa 150mm,,,,,,38.1810917838755,,,,,,,,,,,,,,,,Losa 150mm,56.3221245373918,0.0,8.4483186806088,Losa 150mm,,,True,8.44831868060881,
3690,335215,1GO0ULaGv7lvx7UGEZnfjf,IfcSlab,FLOOR,Suelo:Losa 150mm:2036604,Nivel 9,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,31.9239590303472,0.150000000000001,,,,,,Losa 150mm,,,,,,23.8205458919377,,,,,,,,,,,,,,,,Losa 150mm,31.9239590303472,0.0,4.7885938545521,Losa 150mm,,,True,4.7885938545521,
3691,335289,1GO0ULaGv7lvx7UGEZnfkS,IfcSlab,FLOOR,Suelo:Losa 150mm:2036617,Nivel 9,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,31.9233155852801,0.150000000000001,,,,,,Losa 150mm,,,,,,23.8199999999999,,,,,,,,,,,,,,,,Losa 150mm,31.9233155852801,0.0,4.78849733779203,Losa 150mm,,,True,4.78849733779203,
3692,335379,1GO0ULaGv7lvx7UGEZnfk0,IfcSlab,FLOOR,Suelo:Losa 150mm:2036629,Nivel 9,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,57.1848981747879,0.150000000000001,,,,,,Losa 150mm,,,,,,38.3768032490971,,,,,,,,,,,,,,,,Losa 150mm,57.1848981747879,0.0,8.57773472621822,Losa 150mm,,,True,8.57773472621822,
3693,335461,1GO0ULaGv7lvx7UGEZnfkw,IfcSlab,FLOOR,Suelo:Losa 150mm:2036655,Nivel 9,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,34.0447610484251,0.150000000000001,,,,,,Losa 150mm,,,,,,25.4400000000001,,,,,,,,,,,,,,,,Losa 150mm,34.0447610484251,0.0,5.10671415726378,Losa 150mm,,,True,5.10671415726379,
3694,335670,1GO0ULaGv7lvx7UGEZnfkg,IfcSlab,FLOOR,Suelo:Losa 150mm:2036671,Nivel 9,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,78.122398179386,,,,,,,Losa 150mm,,,,,,55.2287343971315,,,,,,,,,,,,,,,,Losa 150mm,77.832398179386,0.0,11.674859726908,Losa 150mm,,,True,,
3695,335833,1GO0ULaGv7lvx7UGEZnfl8,IfcSlab,FLOOR,Suelo:Losa 150mm:2036701,Nivel 9,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,33.7183099220645,,,,,,,Losa 150mm,,,,,,25.4394442624206,,,,,,,,,,,,,,,,Losa 150mm,33.6408099220645,0.0,5.0461214883097,Losa 150mm,,,True,,
3696,336066,1GO0ULaGv7lvx7UGEZnfly,IfcSlab,FLOOR,Suelo:Losa 150mm:2036713,Nivel 9,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,78.3080813113465,,,,,,,Losa 150mm,,,,,,53.507904876826,,,,,,,,,,,,,,,,Losa 150mm,77.9457419978356,0.0,11.6918612996754,Losa 150mm,,,True,,
3697,336186,1GO0ULaGv7lvx7UGEZnfmO,IfcSlab,FLOOR,Suelo:Losa 150mm:2036749,Nivel 9,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,33.6966000000003,0.150000000000001,,,,,,Losa 150mm,,,,,,24.2000000000003,,,,,,,,,,,,,,,,Losa 150mm,33.6966000000003,0.0,5.05449000000006,Losa 150mm,,,True,5.05449000000006,
3698,336363,1GO0ULaGv7lvx7UGEZnfmC,IfcSlab,FLOOR,Suelo:Losa 150mm:2036761,Nivel 9,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,46.6381269985404,,,,,,,Losa 150mm,,,,,,52.4394541080625,,,,,,,,,,,,,,,,Losa 150mm,46.0381269985403,0.0,6.90571904978108,Losa 150mm,,,True,,
3699,336515,1GO0ULaGv7lvx7UGEZnf$z,IfcSlab,FLOOR,Suelo:Losa 150mm:2037736,Nivel 10,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,56.3221518319887,0.150000000000001,,,,,,Losa 150mm,,,,,,38.1810917838755,,,,,,,,,,,,,,,,Losa 150mm,56.3221518319887,0.0,8.44832277479833,Losa 150mm,,,True,8.44832277479833,
3700,336593,1GO0ULaGv7lvx7UGEZnf0N,IfcSlab,FLOOR,Suelo:Losa 150mm:2037762,Nivel 10,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,30.8329317357497,0.150000000000001,,,,,,Losa 150mm,,,,,,23.7005458919375,,,,,,,,,,,,,,,,Losa 150mm,30.8329317357498,0.0,4.62493976036248,Losa 150mm,,,True,4.62493976036248,
3701,336671,1GO0ULaGv7lvx7UGEZnf0Q,IfcSlab,FLOOR,Suelo:Losa 150mm:2037775,Nivel 10,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,30.8229230385178,0.150000000000001,,,,,,Losa 150mm,,,,,,23.6805458919376,,,,,,,,,,,,,,,,Losa 150mm,30.8229230385178,0.0,4.62343845577769,Losa 150mm,,,True,4.62343845577769,
3702,336765,1GO0ULaGv7lvx7UGEZnf0E,IfcSlab,FLOOR,Suelo:Losa 150mm:2037787,Nivel 10,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,56.5596500223164,0.150000000000001,,,,,,Losa 150mm,,,,,,38.5773491409172,,,,,,,,,,,,,,,,Losa 150mm,56.5596500223164,0.0,8.48394750334748,Losa 150mm,,,True,8.48394750334749,
3703,336847,1GO0ULaGv7lvx7UGEZnf0W,IfcSlab,FLOOR,Suelo:Losa 150mm:2037813,Nivel 10,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,34.0275613889517,0.150000000000001,,,,,,Losa 150mm,,,,,,25.4400000000001,,,,,,,,,,,,,,,,Losa 150mm,34.0275613889517,0.0,5.10413420834277,Losa 150mm,,,True,5.10413420834278,
3704,337068,1GO0ULaGv7lvx7UGEZnf1G,IfcSlab,FLOOR,Suelo:Losa 150mm:2037829,Nivel 10,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,76.6933331748686,,,,,,,Losa 150mm,,,,,,55.3298261810068,,,,,,,,,,,,,,,,Losa 150mm,76.3308331748686,0.0,11.4496249762303,Losa 150mm,,,True,,
3705,337231,1GO0ULaGv7lvx7UGEZnf1s,IfcSlab,FLOOR,Suelo:Losa 150mm:2037859,Nivel 10,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,33.7183099220645,,,,,,,Losa 150mm,,,,,,25.4394442624206,,,,,,,,,,,,,,,,Losa 150mm,33.6408099220645,0.0,5.0461214883097,Losa 150mm,,,True,,
3706,337474,1GO0ULaGv7lvx7UGEZnf1w,IfcSlab,FLOOR,Suelo:Losa 150mm:2037871,Nivel 10,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,76.958719706172,,,,,,,Losa 150mm,,,,,,53.6188765555795,,,,,,,,,,,,,,,,Losa 150mm,76.5963803926611,0.0,11.4894570588992,Losa 150mm,,,True,,
3707,337594,1GO0ULaGv7lvx7UGEZnf26,IfcSlab,FLOOR,Suelo:Losa 150mm:2037907,Nivel 10,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,33.8266916985516,0.150000000000001,,,,,,Losa 150mm,,,,,,24.2493458033796,,,,,,,,,,,,,,,,Losa 150mm,33.8266916985516,0.0,5.07400375478276,Losa 150mm,,,True,5.07400375478276,
3708,337783,1GO0ULaGv7lvx7UGEZnf2A,IfcSlab,FLOOR,Suelo:Losa 150mm:2037919,Nivel 10,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,45.472637658712,,,,,,,Losa 150mm,,,,,,52.2594541080624,,,,,,,,,,,,,,,,Losa 150mm,44.872637658712,0.0,6.73089564880682,Losa 150mm,,,True,,
3709,337935,1GO0ULaGv7lvx7UGEZngc9,IfcSlab,FLOOR,Suelo:Losa 150mm:2040220,Nivel 14,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,56.3221518319887,0.150000000000001,,,,,,Losa 150mm,,,,,,38.1810917838755,,,,,,,,,,,,,,,,Losa 150mm,56.3221518319887,0.0,8.44832277479833,Losa 150mm,,,True,8.44832277479833,
3710,338009,1GO0ULaGv7lvx7UGEZngcZ,IfcSlab,FLOOR,Suelo:Losa 150mm:2040246,Nivel 14,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,31.9239590303473,0.150000000000001,,,,,,Losa 150mm,,,,,,23.8205458919377,,,,,,,,,,,,,,,,Losa 150mm,31.9239590303473,0.0,4.78859385455211,Losa 150mm,,,True,4.78859385455212,
3711,338087,1GO0ULaGv7lvx7UGEZngdM,IfcSlab,FLOOR,Suelo:Losa 150mm:2040259,Nivel 14,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,30.8229230385178,0.150000000000001,,,,,,Losa 150mm,,,,,,23.6805458919376,,,,,,,,,,,,,,,,Losa 150mm,30.8229230385178,0.0,4.62343845577769,Losa 150mm,,,True,4.62343845577769,
3712,338177,1GO0ULaGv7lvx7UGEZngdQ,IfcSlab,FLOOR,Suelo:Losa 150mm:2040271,Nivel 14,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,57.1784206683111,0.150000000000001,,,,,,Losa 150mm,,,,,,38.3773491409169,,,,,,,,,,,,,,,,Losa 150mm,57.1784206683112,0.0,8.5767631002467,Losa 150mm,,,True,8.5767631002467,
3713,338259,1GO0ULaGv7lvx7UGEZngdy,IfcSlab,FLOOR,Suelo:Losa 150mm:2040297,Nivel 14,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,34.045868942004,0.150000000000001,,,,,,Losa 150mm,,,,,,25.4400000000001,,,,,,,,,,,,,,,,Losa 150mm,34.045868942004,0.0,5.10688034130062,Losa 150mm,,,True,5.10688034130062,
3714,338468,1GO0ULaGv7lvx7UGEZngdi,IfcSlab,FLOOR,Suelo:Losa 150mm:2040313,Nivel 14,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,78.1248057203902,,,,,,,Losa 150mm,,,,,,55.2302274803333,,,,,,,,,,,,,,,,Losa 150mm,77.8348057203902,0.0,11.6752208580586,Losa 150mm,,,True,,
3715,338592,1GO0ULaGv7lvx7UGEZnge2,IfcSlab,FLOOR,Suelo:Losa 150mm:2040343,Nivel 14,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,33.7183099220645,0.150000000000001,,,,,,Losa 150mm,,,,,,25.4394442624206,,,,,,,,,,,,,,,,Losa 150mm,33.7183099220645,0.0,5.0577464883097,Losa 150mm,,,True,5.0577464883097,
3716,338783,1GO0ULaGv7lvx7UGEZnges,IfcSlab,FLOOR,Suelo:Losa 150mm:2040355,Nivel 14,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,78.2966931314122,,,,,,,Losa 150mm,,,,,,53.4990244627074,,,,,,,,,,,,,,,,Losa 150mm,78.0066934916627,0.0,11.7010040237494,Losa 150mm,,,True,,
3717,338903,1GO0ULaGv7lvx7UGEZngfI,IfcSlab,FLOOR,Suelo:Losa 150mm:2040391,Nivel 14,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,33.6963530211839,0.150000000000001,,,,,,Losa 150mm,,,,,,24.199900725189,,,,,,,,,,,,,,,,Losa 150mm,33.696353021184,0.0,5.05445295317761,Losa 150mm,,,True,5.05445295317761,
3718,339092,1GO0ULaGv7lvx7UGEZngf6,IfcSlab,FLOOR,Suelo:Losa 150mm:2040403,Nivel 12,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,45.472637658712,,,,,,,Losa 150mm,,,,,,52.2594541080624,,,,,,,,,,,,,,,,Losa 150mm,44.872637658712,0.0,6.73089564880682,Losa 150mm,,,True,,
3719,339240,1GO0ULaGv7lvx7UGEZngpY,IfcSlab,FLOOR,Suelo:Losa 150mm:2041079,Nivel 11,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,57.185389936782,0.150000000000001,,,,,,Losa 150mm,,,,,,38.3797064996466,,,,,,,,,,,,,,,,Losa 150mm,57.1853899367821,0.0,8.57780849051734,Losa 150mm,,,True,8.57780849051734,
3720,339314,1GO0ULaGv7lvx7UGEZngq4,IfcSlab,FLOOR,Suelo:Losa 150mm:2041105,Nivel 11,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,31.9207867291334,0.150000000000001,,,,,,Losa 150mm,,,,,,23.8205458918037,,,,,,,,,,,,,,,,Losa 150mm,31.9207867291334,0.0,4.78811800937002,Losa 150mm,,,True,4.78811800937002,
3721,339392,1GO0ULaGv7lvx7UGEZngqB,IfcSlab,FLOOR,Suelo:Losa 150mm:2041118,Nivel 11,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,31.9068724036185,0.150000000000001,,,,,,Losa 150mm,,,,,,23.819160607843,,,,,,,,,,,,,,,,Losa 150mm,31.9068724036186,0.0,4.7860308605428,Losa 150mm,,,True,4.7860308605428,
3722,339486,1GO0ULaGv7lvx7UGEZngq$,IfcSlab,FLOOR,Suelo:Losa 150mm:2041130,Nivel 11,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,57.1815202075814,0.150000000000001,,,,,,Losa 150mm,,,,,,38.3791606077096,,,,,,,,,,,,,,,,Losa 150mm,57.1815202075814,0.0,8.57722803113724,Losa 150mm,,,True,8.57722803113724,
3723,339568,1GO0ULaGv7lvx7UGEZngrH,IfcSlab,FLOOR,Suelo:Losa 150mm:2041156,Nivel 11,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,34.0455613889464,0.150000000000001,,,,,,Losa 150mm,,,,,,25.4400000000001,,,,,,,,,,,,,,,,Losa 150mm,34.0455613889464,0.0,5.10683420834198,Losa 150mm,,,True,5.10683420834198,
3724,339777,1GO0ULaGv7lvx7UGEZngr1,IfcSlab,FLOOR,Suelo:Losa 150mm:2041172,Nivel 11,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,78.1667588755838,,,,,,,Losa 150mm,,,,,,55.2334086548296,,,,,,,,,,,,,,,,Losa 150mm,77.8767588755838,0.0,11.6815138313376,Losa 150mm,,,True,,
3725,339940,1GO0ULaGv7lvx7UGEZngrd,IfcSlab,FLOOR,Suelo:Losa 150mm:2041202,Nivel 11,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,34.0462185530069,,,,,,,Losa 150mm,,,,,,25.4394442624206,,,,,,,,,,,,,,,,Losa 150mm,33.9687185530069,0.0,5.09530778295105,Losa 150mm,,,True,,
3726,340173,1GO0ULaGv7lvx7UGEZngrh,IfcSlab,FLOOR,Suelo:Losa 150mm:2041214,Nivel 11,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,78.3041135597179,,,,,,,Losa 150mm,,,,,,53.5040326805215,,,,,,,,,,,,,,,,Losa 150mm,78.0141139202069,0.0,11.7021170880311,Losa 150mm,,,True,,
3727,340293,1GO0ULaGv7lvx7UGEZngst,IfcSlab,FLOOR,Suelo:Losa 150mm:2041250,Nivel 11,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,33.7036575506515,0.150000000000001,,,,,,Losa 150mm,,,,,,24.199900725189,,,,,,,,,,,,,,,,Losa 150mm,33.7036575506515,0.0,5.05554863259774,Losa 150mm,,,True,5.05554863259774,
3728,340470,1GO0ULaGv7lvx7UGEZngsx,IfcSlab,FLOOR,Suelo:Losa 150mm:2041262,Nivel 11,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,46.6207633418466,,,,,,,Losa 150mm,,,,,,52.4376426412697,,,,,,,,,,,,,,,,Losa 150mm,46.0207633418466,0.0,6.90311450127701,Losa 150mm,,,True,,
3729,340618,1GO0ULaGv7lvx7UGEZngHc,IfcSlab,FLOOR,Suelo:Losa 150mm:2042995,Nivel 13,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,57.185389936782,0.150000000000001,,,,,,Losa 150mm,,,,,,38.3797064996466,,,,,,,,,,,,,,,,Losa 150mm,57.1853899367821,0.0,8.57780849051734,Losa 150mm,,,True,8.57780849051734,
3730,340692,1GO0ULaGv7lvx7UGEZngIO,IfcSlab,FLOOR,Suelo:Losa 150mm:2043021,Nivel 13,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,31.9207867294632,0.150000000000001,,,,,,Losa 150mm,,,,,,23.8205458919376,,,,,,,,,,,,,,,,Losa 150mm,31.9207867294632,0.0,4.7881180094195,Losa 150mm,,,True,4.78811800941949,
3731,340766,1GO0ULaGv7lvx7UGEZngIF,IfcSlab,FLOOR,Suelo:Losa 150mm:2043034,Nivel 13,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,31.920786903327,0.150000000000001,,,,,,Losa 150mm,,,,,,23.8191606077089,,,,,,,,,,,,,,,,Losa 150mm,31.920786903327,0.0,4.78811803549907,Losa 150mm,,,True,4.78811803549907,
3732,340860,1GO0ULaGv7lvx7UGEZngIp,IfcSlab,FLOOR,Suelo:Losa 150mm:2043046,Nivel 13,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,57.1814163112642,0.150000000000001,,,,,,Losa 150mm,,,,,,38.3805458919384,,,,,,,,,,,,,,,,Losa 150mm,57.1814163112642,0.0,8.57721244668966,Losa 150mm,,,True,8.57721244668967,
3733,340942,1GO0ULaGv7lvx7UGEZngJL,IfcSlab,FLOOR,Suelo:Losa 150mm:2043072,Nivel 13,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,34.0455613889464,0.150000000000001,,,,,,Losa 150mm,,,,,,25.4400000000001,,,,,,,,,,,,,,,,Losa 150mm,34.0455613889464,0.0,5.10683420834198,Losa 150mm,,,True,5.10683420834198,
3734,341151,1GO0ULaGv7lvx7UGEZngJ5,IfcSlab,FLOOR,Suelo:Losa 150mm:2043088,Nivel 13,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,78.1175987523239,,,,,,,Losa 150mm,,,,,,55.426966057116,,,,,,,,,,,,,,,,Losa 150mm,77.827598752324,0.0,11.6741398128486,Losa 150mm,,,True,,
3735,341275,1GO0ULaGv7lvx7UGEZngJx,IfcSlab,FLOOR,Suelo:Losa 150mm:2043118,Nivel 13,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,34.0462185530069,0.150000000000001,,,,,,Losa 150mm,,,,,,25.4394442624206,,,,,,,,,,,,,,,,Losa 150mm,34.0462185530069,0.0,5.10693278295105,Losa 150mm,,,True,5.10693278295105,
3736,341466,1GO0ULaGv7lvx7UGEZngJl,IfcSlab,FLOOR,Suelo:Losa 150mm:2043130,Nivel 13,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,78.3059538882029,,,,,,,Losa 150mm,,,,,,53.5072294315426,,,,,,,,,,,,,,,,Losa 150mm,78.0170739820651,0.0,11.7025610973098,Losa 150mm,,,True,,
3737,341586,1GO0ULaGv7lvx7UGEZngKB,IfcSlab,FLOOR,Suelo:Losa 150mm:2043166,Nivel 13,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,33.7017049524811,0.150000000000001,,,,,,Losa 150mm,,,,,,24.199900725189,,,,,,,,,,,,,,,,Losa 150mm,33.7017049524811,0.0,5.05525574287219,Losa 150mm,,,True,5.05525574287219,
3738,341761,1GO0ULaGv7lvx7UGEZngK$,IfcSlab,FLOOR,Suelo:Losa 150mm:2043178,Nivel 14,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,46.6199321713101,,,,,,,Losa 150mm,,,,,,52.4362573570414,,,,,,,,,,,,,,,,Losa 150mm,46.0199321713101,0.0,6.90298982569654,Losa 150mm,,,True,,
3739,341909,1GO0ULaGv7lvx7UGEZngV2,IfcSlab,FLOOR,Suelo:Losa 150mm:2043863,Nivel 12,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,57.2042617618904,0.150000000000001,,,,,,Losa 150mm,,,,,,38.383613089613,,,,,,,,,,,,,,,,Losa 150mm,57.2042617618904,0.0,8.58063926428359,Losa 150mm,,,True,8.58063926428359,
3740,341983,1GO0ULaGv7lvx7UGEZngVa,IfcSlab,FLOOR,Suelo:Losa 150mm:2043889,Nivel 12,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,31.9297328204862,0.150000000000001,,,,,,Losa 150mm,,,,,,23.8205458919376,,,,,,,,,,,,,,,,Losa 150mm,31.9297328204862,0.0,4.78945992307295,Losa 150mm,,,True,4.78945992307295,
3741,342057,1GO0ULaGv7lvx7UGEZngVh,IfcSlab,FLOOR,Suelo:Losa 150mm:2043902,Nivel 12,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,31.9318560888487,0.150000000000001,,,,,,Losa 150mm,,,,,,23.8244524819037,,,,,,,,,,,,,,,,Losa 150mm,31.9318560888487,0.0,4.78977841332732,Losa 150mm,,,True,4.78977841332732,
3742,342147,1GO0ULaGv7lvx7UGEZnhWV,IfcSlab,FLOOR,Suelo:Losa 150mm:2043914,Nivel 12,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,57.186347674113,0.150000000000001,,,,,,Losa 150mm,,,,,,38.3805458919384,,,,,,,,,,,,,,,,Losa 150mm,57.186347674113,0.0,8.57795215111697,Losa 150mm,,,True,8.57795215111697,
3743,342229,1GO0ULaGv7lvx7UGEZnhWn,IfcSlab,FLOOR,Suelo:Losa 150mm:2043940,Nivel 12,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,34.0459520479429,0.150000000000001,,,,,,Losa 150mm,,,,,,25.4400000000001,,,,,,,,,,,,,,,,Losa 150mm,34.0459520479429,0.0,5.10689280719146,Losa 150mm,,,True,5.10689280719146,
3744,342444,1GO0ULaGv7lvx7UGEZnhWX,IfcSlab,FLOOR,Suelo:Losa 150mm:2043956,Nivel 12,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,78.1478291919453,,,,,,,Losa 150mm,,,,,,55.2381399350771,,,,,,,,,,,,,,,,Losa 150mm,77.860661469671,0.0,11.6790992204507,Losa 150mm,,,True,,
3745,342568,1GO0ULaGv7lvx7UGEZnhX7,IfcSlab,FLOOR,Suelo:Losa 150mm:2043986,Nivel 12,Suelo:Losa 150mm,,,,,,,,,,,,,,,,False,,,,,,34.0452581658635,0.150000000000001,,,,,,Losa 150mm,,,,,,25.4394442624206,,,,,,,,,,,,,,,,Losa 150mm,34.0452581658635,0.0,5.10678872487954,Losa 150mm,,,True,5.10678872487955,
